organizers,address,datetimes,description,event_url,categories,name,place,label,label_b,label_c,label_d
"['Gastronomia em movimento', 'Museu de Porto Alegre Joaquim Felizardo', 'Studio JAM']","Rua João Alfredo, 582, Porto Alegre",[None],"★ SALVE A DATA ★ <br>Essa edição do Picnic Cultural no Museu será, como sempre, muito especial e cheia de coisas boas! <br>Vamos celebrar um dia lindo no pátio do Museu de Porto Alegre Joaquim Felizardo. Um lugar cheio de energia positiva para tu curtires com teus amigos, amores e familiares! <br>⇨ Convida todo mundo e vem! :) <br>★ O que é? ★ <br>Um evento gratuito com a intenção de ressignificar o espaço do museu criando um elo entre a gastronomia, a música e a cidade, reinventando as relações entre as artes e a vida.<br>★ O que terá? ★ <br>⇨ ESPAÇO KIDS ! :) <br>⇨ MÚSICA de qualidade! ;) <br>♫ ♪ ♬ Atrações ♫ ♪ ♬<br>⇨ CERVEJAS ARTESANAIS<br>⇨ GASTRONOMIA de lamber os beiço! <br>⇨ BAZAR e ARTESANATO<br>⇨ O MUSEU conta com um lindo ACERVO arqueológico da nossa querida Porto Alegre! E durante todo o evento as portas estarão abertas para visitas! Atualmente, o Museu possui duas exposições de longa duração: “O Solar que virou Museu – memórias e histórias”, onde são exploradas as transformações sofridas pela edificação e trajetória dos indivíduos que a ela se relacionaram e “Transformações Urbanas: Porto Alegre de Montaury a Loureiro”, dedicada às mudanças no espaço da cidade.<br>Até setembro de 2018 é possível visitar a exposição de curta duração “A Banda e a Cidade”, dedicada à Banda Municipal de Porto Alegre, criada em 1925 e até hoje em atividade. O público poderá conferir os antigos uniformes, instrumentos musicais da primeira formação do grupo, como o fagote e o trompete, além de partituras e imagens.<br>O acervo do Museu é formado por cerca de 1.300 objetos dos séculos XIX e XX, como acessórios de uso pessoal, objetos de decoração, instrumentos musicais, mobiliário e indumentária, entre outros. Também conta com cerca de 200.000 itens arqueológicos relacionados a diferentes grupos que ocuparam o território desde o período pré-colonial. OAlém disso, conta com, aproximadamente, 9.000 imagens da cidade de Porto Alegre dos séculos XIX e XX.<br>Nessa edição estaremos recolhendo doações.<br>Informações importantes:<br>- Alguns expositores podem não trabalhar com cartões;<br>- Não é possível a entrada de animais, conforme norma interna do Museu; <br>- Somente será permitida a entrada de alimentos e bebidas em porções individuais; <br>- Em caso de previsão de chuva para o dia do evento ou chuvas recorrentes nos dias antecedentes, o evento poderá ser adiado.<br>Chama teus amigos, teus vizinhos, teus primos, teus crushs e vem curtir este dia conosco! Só não me chega em cima do laço!!! <br>★ ENTRADA FRANCA ★<br>Realização:<br>M<br>imento<br> Joaquim Felizardo<br>Apoio:<br>Prefeitura de Porto Alegre<br>Quer apoiar ou patrocinar o evento? Entre em contato conosco! ;)",https://www.facebook.com/events/244934653035820,"['Art', 'Child-friendly', 'Beer']",Picnic Cultural no Museu - Edição nº18,Picnic Cultural no Museu,praieiro,evento de rua,,
"['ASA Coletivo', 'La Movida Bazar & Artes']","Praça Garibaldi, 90050-020 Porto Alegre",['2019-01-13 02:00:00'],"La Movida Bazar & Artes e o Festival de Cerveja Artesanal e Gastronomia em mais uma edição em parceria, agora vão invadir a Praça Garibaldi na Cidade Baixa para levar um Festival de Verão com música ao vivo e um evento lindo! ♥<br>Das 14h às 22h, vai rolar bazar  com mais de 30 marcas autorais, brechós, artesanatos e claro! MUITA cerveja artesanal, food trucks, intervenções artísticas 🍺🍔🍕🤹 Além de shows para um aquecimento de verão :)<br>➡ EVENTO FREE ⬅<br>Vem de bike! Traz o pet! Vem curtir esse baita dia na Praça Garibaldi!",https://www.facebook.com/events/354959951925735,"['Art', 'Kid Friendly', 'Food festival']",Festival de Cerveja e Gastronomia + La Movida Bazar & Artes,Praça Garibaldi,praieiro,evento de rua,,
['Mega Revel - Feira Cultural'],,['2019-03-17 11:00:00'],"AGUARDEM EM BREVE MAIORES INFORMAÇÕES!!!<br>REALIZAÇÃO:<br> <br>Vamos comemorar o Dia de São Patrício!!<br>Se no Brasil o maior Feriado Nacional é o Carnaval, na Irlanda lá do outro lado do oceano, a comemoração fica por conta do St. Patrick's, que dedica o dia 17 de março ao padroeiro do país.<br>A data marcaria a morte de St. Patrick, Britânico que na juventude teria sido escravizado na Irlanda, no entanto mesmo após ter conseguido escapar da escravidão e voltado a sua cidade natal, ele retornou às terras irlandesas com a missão de propagar o cristianismo na região.<br>O Evento, a princípio de origem religiosa, cresceu e se transformou em uma grande manifestação de Patriotismo e reafirmação da Cultura do País, projetando em todo o mundo a identidade do povo Irlandês.<br>Com muita música, dança, teatros de rua, desfiles, exposições, fogos de artifício e, claro, as cervejas típicas da região, a festa verde ganha o mundo nessa época do ano e realça alguns dos principais pontos turísticos mundiais com a cor que simboliza a data.<br>Os Cervejeiros festejam  St. Patrick's Day é uma ótima oportunidade para experimentar marcas típicas e degustar a Irlandesa Guinness, que ao longo dos anos, vem sendo cada vez mais associada ao evento.<br>A força da imigração irlandesa em diversos continentes contribuiu com a divulgação dessa tradição que hoje é celebrada nos quatro cantos do mundo. <br>Mais uma vez a <br>  não poderia ficar de fora dessa comemoração!!<br>Vamos dar Vida aos locais públicos!!!<br>Vamos trazer a Arte e a Música para as Praças e Parques!!! <br>🎭🖼️🎶🎸🎧🎤🥁🎼<br>Aqui seu amigo Pet é Bem Vindo!! ♥ ♥<br>EVENTO FREE!!!<br>EM CASO DE CHUVA O EVENTO SERÁ TRANSFERIDO.<br>Em breve divulgaremos todos os participantes aqui no Evento!!<br>Fica ligado!!<br>Acompanhe a nossa página ",https://www.facebook.com/events/358491094722878,"['Drinks', 'Kid Friendly', 'Food festival']",St. Patrick's Day,Porto Alegre,praieiro,,,
['Seen Digital'],"Avenida Presidente Vargas, 541, Edifício CEPV Sala 508, 99070-000 Passo Fundo",['2019-05-17 08:00:00'],"SEEN EXPERIENCE 2019<br>O Maior Evento de Marketing e Negócios do Rio Grande do Sul<br>Nascido em 2017 de um sonho coletivo, o Seen Experience tem como propósito inspirar pessoas e empresas a se transformarem, despertando seu potencial de crescimento. Foram mais de 1000 pessoas impactadas pelo evento nas últimas duas edições e em 2019 será ainda maior.<br>Nos dias 17 e 18 de maio de 2019, Passo Fundo receberá palestrantes de todo o Brasil que irão compartilhar seus conhecimentos nas áreas de marketing, vendas, empreendedorismo e agronegócio.<br>+ 2000 participantes<br>+ 40 palestrantes<br>+ 18h de conteúdo<br>+ 5 Trilhas de palestras<br>PÚBLICO-ALVO: <br>O evento é feito sob medida para pessoas inquietas, que buscam constante atualização e conhecimento. Ele foi projetado para que empresários, profissionais de marketing e comunicação, administradores, gestores, lojistas, empreendedores e estudantes tenham a oportunidade de aprender com grandes referências do mercado a alavancarem seus negócios.<br>CRONOGRAMA 17 E 18 DE MAIO:<br>08:00 às 09:00 - Credenciamento<br>09:00 às 18:00 - Palestras<br>O que está incluso na minha inscrição?<br>•	Entrada para os dois dias de evento;<br>•	Acesso a todas as salas de palestras;<br>•	Kit Participante;<br>•	Certificado.<br>INGRESSOS:<br>- Pre-venda: R$ 99,90<br>- 1° Lote: R$ 199,90<br>- 2° Lote: R$ 299,90<br>- 3° Lote: R$ 399,90<br>- Grupos de 4 ou + pessoas: R$ 149,90 por pessoa",https://www.facebook.com/events/2281358101897967,['Networking'],Seen Experience 2019,Seen Digital,geek,,,
['Feira Brasileira do Varejo'],"Avenida Assis Brasil, 8787 – Sarandi, 91140000 Porto Alegre","['2019-05-28 10:00:00', '2019-05-29 10:00:00', '2019-05-30 10:00:00']","Está chegando a hora da 7ª edição da Feira Brasileira do Varejo. Encontre grandes nomes do mercado. Conheça de perto o que tem de mais inovador no varejo. Faça networking e prospecte novos negócios. <br>E, ainda, participe do Congresso Brasileiro do Varejo, que traz personalidades nacionais e internacionais para falar sobre tendências e debater os desafios do setor no Brasil e no Mundo. São mais de 40 palestrantes para mais de 20 horas de debate. <br>Confirme presença no evento e fique ligado em nossas redes sociais para acompanhar as novidades que preparamos para 2019!<br>Venha para a FBV e viva o varejo em tempo real. ",https://www.facebook.com/events/777335242601655,['Networking'],7ª Feira Brasileira do Varejo,Centro de Eventos Fiergs,geek,,,
['Associação de Marketing da Serra Gaúcha - Amarks'],,['2019-01-11 06:00:00'],"Com o objetivo de qualificar os profissionais de marketing de Caxias do Sul e região, a Associação de Marketing da Serra Gaúcha (AMARKS) lança o programa Ciclos de Marketing, uma série de encontros mensais com temas relacionados à área de atuação.<br>E o 1º Ciclo terá a temática PESQUISA DE MARKETING EM AMBIENTES DIGITAIS.<br>APRESENTAÇÃO<br>Um plano de marketing parte do pressuposto de um entendimento profundo das necessidades e desejos extrínsecos e intrínsecos dos consumidores e seus mercados. Dessa forma é importante um projeto de pesquisa consistente e metodológico para que tenha-se informações densas que apoiem nas estratégias de marketing das organizações.<br> OBJETIVO<br>Possibilitar aos alunos estruturar, coletar, aplicar e analisar uma pesquisa de marketing no ambiente digital a fim de entender os mercados-alvo e com isso montar estratégias de marketing para atingimento dos objetivos das organizações.<br> PROGRAMA<br>* Projeto de pesquisa de marketing e etapas;<br>* Planejamento de pesquisa de mercado;<br>*Métodos de pesquisa quantitativa e qualitativa;<br>* Exemplos de pesquisa de marketing, amostra e cálculo amostral;<br>* Diferença entre pesquisa não probabilística e probabilística;<br>* O que é pesquisa digital;<br>* A diferença entre perguntar e observar;<br>* Neuromarketing e pesquisa de marketing (porque as pesquisas tradicionais falham);<br>* Netnografia - pesquisa no ambiente digital;<br>* Tipos de dados e rastros digitais;<br>* Ferramentas de coleta e pesquisa;<br>* Como montar uma análise digital assertiva;<br>* Como fazer a pesquisa: Coleta, análise e apresentação;<br>* Como analisar os dados e as informações sem viés do pesquisador;<br>* Framework de montagem e apresentação da pesquisa.<br>SOBRE O FACILITADOR EDUARDO PEZZI<br>EDUARDO PEZZI é consultor, mestre em Marketing e professor de Pós-Graduação da ESPM. Especialista e mestre em marketing com mais de 20 anos de experiência. Consultor e palestrante nas áreas de marketing estratégico, digital, comportamento do consumidor, neuromarketing e inovação em marketing. Professor de pós-graduação da ESPM, maior escola de Marketing do Brasil. É fundador e presidente da AMARKS – Associação de Marketing da Serra. Já atuou em empresas com presença global como Buscapé Co. e Ministério do Turismo sendo consultor para mais de 53 cidades e 400 empreendimentos. Especialista em Social Cracking, metodologia social para transformar rastros comportamentais em dados e análise estratégica.<br> O QUE VOCÊ VAI PODER FAZER DEPOIS DO CURSO:<br>Iniciar um processo de investigação de comportamento de compra, consumo, tendências de mercado, montagem de persona, análise de concorrência, posicionamento e presença online da marca e poder desenvolver estratégias de marketing e comunicação mais assertivas com base em dados estruturados, facilitando a defesa das ideias e melhorando as chances de sucesso das ações.<br>Entender o consumidor é o início de qualquer estratégia de marketing.",https://www.facebook.com/events/206024706981286,,1º Ciclo De Marketing: Pesquisa de Marketing no ambiente digital,,geek,,,
['Cordas & Cordas - Escola de Música'],"Avenida Independencia, 423, 90035070 Porto Alegre",['2019-01-07 09:00:00'],"Durante os meses de janeiro, fevereiro e março, a <br> oferece as Oficinas de Verão, voltadas para alunos iniciantes no universo da música.<br>Os trabalhos são desenvolvidos em pequenos grupos, de até cinco pessoas, com o intuito de demonstrar ao estudante os aspectos básicos do aprendizado musical.<br>As oficinas têm três meses de duração, com um encontro semanal de 1h, totalizando 12 horas/aula.<br>Este ano, serão oferecidas:<br>CANTO POPULAR <br>CAVAQUINHO <br>FLAUTA DOCE <br>HARMONIA APLICADA À MPB <br>PERCUSSÃO C/ ÊNFASE NO CAJÓN <br>TEORIA, PERCEPÇÃO & SOLFEJO <br>VIOLÃO <br>VIOLÃO BRASILEIRO - VARIAÇÕES P/ O SAMBA <br>VIOLINO BÁSICO <br>👉 INSCRIÇÕES:<br>Até 04/01<br>*Necessário agendar uma entrevista prévia (sem custos)*<br>contato@cordasecordas.art.br<br>📅 DATA<br>Aulas começam a partir de 07/01<br>*Horários serão combinados na entrevista*<br>📍 LOCAL<br>Cordas & Cordas - Escola de Música<br>Sede Independência<br>Av. Independência, 423<br>Bairro Bom Fim, Porto Alegre<br>👌 INVESTIMENTO<br>R$ 180,00 mensais ou R$ 500,00 à vista<br>*Forma de pagamento: dinheiro - cheque - depósito/transferência*<br>---<br>🔥 PROMOÇÃO 🔥<br>Mensalidades de R$ 150,00 p/ quem optar por 2 ou mais oficinas<br>☎️ MAIS INFORMAÇÕES:<br>(51) 3311 4147<br>(51) 99600 7185 - Whatsapp<br>contato@cordasecordas.art.br",https://www.facebook.com/events/2082745228702276,"['Music', 'Kid Friendly', 'Acoustic music']",Oficinas de Verão 2019 @Cordas,Cordas & Cordas - Escola de Música,cult,curso,,
"['Mega Revel - Feira Cultural', 'Encontro de Bandas']","Praça Julio Mesquita, 90010-120 Porto Alegre",['2019-01-19 11:00:00'],"Mais uma realização <br>Dessa vez chegamos na <br> com uma super edição para curtir o mais Lindoo Pôr do Sol para quem estiver em Porto Alegre!!.<br>Curtir o Findi com a Família e os Amigos reunidos é uma delícia. <br>Com Música, Cerveja Artesanal e Comida boa então, nem se fala! <br>Vamos dar Vida aos locais públicos!!!<br>Vamos trazer a Arte e a Música para as Praças e Parques!!! <br>🎭🖼️🎶🎸🎧🎤🥁🎼<br>É possível trazer Vida para as Praças??!!<br>Simm!!<br>Toda Cidade precisa de um lugar onde as pessoas possam se reunir e ouvir uma boa música. <br>É bom pra quem canta, é bom pra quem escuta. <br>Cultura é isso, tem que estar nas ruas, tem que estar no meio do povo.<br>As Praças podem e devem ser ocupadas para o lazer, promovendo e favorecendo a Cultura. <br>Assim o público têm a oportunidade de viver algo diferente em um espaço que acolhe a todos.<br>Nossos eventos são um espaço de Diversidade, a onde todo Gênero, Raça, Cor e Estilo são Bem Vindos.<br>Nosso objetivo é ocupar mais os locais públicos de Porto Alegre que estão abandonados e esquecidos, trazendo assim mais vida para as Praças e Parques.<br>Os visitantes também poderão prestigiar a nossa Feira Cultural com mais de 50 Expositores locais com Trabalhos e Marcas Autorais, dando espaço a Economia Criativa e promovendo o desenvolvimento sustentável.<br>Aqui seu amigo Pet é Bem Vindo!! ♥ ♥<br>EVENTO FREE!!!<br>EM CASO DE CHUVA O EVENTO SERÁ TRANSFERIDO.<br>Em breve divulgaremos todos os participantes aqui no Evento!!<br>Fica ligado!!<br>Acompanhe a nossa página <br>.<br>APOIO: ",https://www.facebook.com/events/512375969269007,"['Party', 'Kid Friendly', 'Food festival']",Mega Revel - Feira Cultural - Edição Férias Praça Júlio Mesquita,Praça Júlio Mesquita,praieiro,evento de rua,,
"['Oswaldo Montenegro', 'Renato Teixeira', 'RRany Produtora']","Av. Osvaldo Aranha s/n° - Farroupilha, 90035-191 Porto Alegre",['2019-07-13 09:00:00'],"PORTO ALEGRE: Turnê ""Oswaldo Montenegro e Renato Teixeira"" - A Emoção de um Encontro. Dia 13 de julho, no Auditório Araújo Vianna.<br>Em breve postaremos informações sobre a venda de ingressos. Confirme presença e fique ligado no evento.<br>Quando: 13 DE JULHO (Sábado, às 21h)<br>Onde: Auditório Araújo Vianna (Av. Osvaldo Aranha, 685)<br>Abertura da casa: 19h<br>Realização: RRany Produtora<br>Ingressos a partir de R$ 60 (em até 3x, no cartão de crédito). <br>Pontos de venda: <br>Bilheteria do Teatro do Bourbon Country (Av. Túlio de Rose, 80 - 2º andar). De segunda a sábado, das 12h às 22h | domingos e feriados, das 14h às 20h.<br>SOBRE O ESPETÁCULO: <br>Amigos há muito tempo, sempre sonharam com esse encontro. Esse dia chegou e o público vai poder assistir aos dois poetas cantando versos um do outro, se irmanando em clássicos como “Bandolins”, “Tocando em Frente”, “A Lista”, “Romaria” e tantos outros.<br>Neste espetáculo, as influências do barroco mineiro trazidas por Montenegro se conjugam ao folk de Renato, e encontram guarida nos sons espaciais da guitarra de Alexandre Meu Rei, que também se reveza na viola de 12, além do piano de Yan Montenegro e da flauta virtuose de Madalena Salles. <br>São músicos raros, colorindo o show de dois cantores que fazem a plateia sorrir e molhar a alma de emoção. Emoção da terra, emoção da vida, emanada de duas personalidades tão peculiares e distintas, com afinidade de almas irmãs. Dois rios diferentes que, por alguma razão mágica, se percebe que vêm e vão para o mesmo lugar.",https://www.facebook.com/events/1603801013098877,"['Music', 'Concert']",Porto Alegre: nova turnê Oswaldo Montenegro e Renato Teixeira,Auditório Araújo Vianna,,show,,
['TTT - Travessia Torres Tramandaí'],"Tôrres, Rio Grande Do Sul, Brazil",['2019-01-26 05:00:00'],TTT - Travessia Torres Tramandaí,https://www.facebook.com/events/321021378647498,['Sports'],TTT - Travessia Torres Tramandaí,TTT - Travessia Torres Tramandaí,aventureiro,,,
['Mountain Do - Trail Run'],"Praia do Rosa, 88780000 Imbituba",['2019-05-04 08:30:00'],"Considerada uma das baías mais bonitas do mundo pela instituição The Most Beautiful Bays in the World, a Praia do Rosa oferece aos atletas muitas oportunidades de lazer antes e depois da prova. Nessa etapa do Mountain Do Circuito de Charme, a corrida é individual e tem distâncias de 22,5Km, 11,5Km e 5Km.<br>Programação:<br>Dia 04/05/2019 - Sábado - 08:30 às 12:30 - Entrega de Kits;<br>Dia 04/05/2019 - Sábado - 14:30 - Largada;<br>Dia 04/05/2019 - Sábado - 18:30 - Premiação.<br>Valores, regulamento e mais informações:",https://www.facebook.com/events/425757857950899,"['Sports', 'Race']",Mountain Do Praia do Rosa 2019,Praia do Rosa - Imbituba - Sc,aventureiro,,,
"['No Palco', 'Opus Promoções']","Avenida Túlio de Rose, 91340110 Porto Alegre",['2019-02-08 09:00:00'],"""Um Panorama Visto da Ponte"", espetáculo que reúne o atores Rodrigo Lombardi e Sergio Mamberti, chega a Porto Alegre nos em fevereiro para duas apresentações no Teatro do Bourbon Country, nos dias 8 e 9. Os ingressos estão à venda. <br>UM PANORAMA VISTO DA PONTE com <br> e <br>Sexta-feira, dia 8 de fevereiro, às 21h<br>Sábado, dia 9 de fevereiro, às 21h<br> - Av. Túlio de Rose, 80 - 71 - Jardim Europa<br>Classificação: 14 anos<br>Realização: <br>INGRESSOS:<br>Galerias<br>- Inteira: R$ 80,00<br>- Meia: R$ 40,00<br>Mezanino<br>- Inteira: R$ 100,00<br>- Meia: R$ 50,00<br>Plateia Alta<br>- Inteira: R$ 120,00<br>- Meia: R$ 60,00<br>Camarote<br>- Inteira: R$ 140,00<br>- Meia: R$ 70,00<br>Plateia Baixa<br>- Inteira: R$ 140,00<br>- Meia: R$ 70,00<br>PONTOS DE VENDA:<br>Bilheteria do Teatro do Bourbon Country<br>Av. Túlio de Rose, 80 / 301 - Porto Alegre, RS. De segunda a sábado, das 10h às 22h; domingos e feriados, das 14h às 20h.<br>Uhuu<br>falecom@uhuu.com<br>SOBRE O ESPETÁCULO: <br>O teatro de Miller transmite ao seu espectador a convicção de que há uma verdade a ser investigada e descoberta e de que isto só é possível mediante o mergulho analítico nas experiências históricas e coletivas do passado. “Os clássicos são obras perenes não por acaso. Em geral, seus temas reverberam por muito tempo no seio da sociedade, independente de época e lugar. As peças de Arthur Miller são dessa lavra – falam das nossas paixões primais, da atualíssima ideia de delação, das delicadas questões e imigração, de identidade nacional e, acima de tudo, da pulsão de amor e morte que já foi o motor do teatro em inúmeras épocas da História. Dirigir Um Panorama Visto da Ponte é um privilégio para qualquer diretor. Minha abordagem é estripar a peça de sua casca naturalista e ir ao âmago da tragédia, transformando o palco numa arena para as ideias tão brilhantemente urdidas por Miller, colocando a palavra em primeiro plano e dando forma a uma história que se passa nas docas de Nova York em meados do século XX, mas que poderia ser muito bem a história da família de cada um de nós”, afirma Zé Henrique de Paula.",https://www.facebook.com/events/308783103077451,['Theater'],Um Panorama Visto da Ponte em Porto Alegre/RS,Teatro do Bourbon Country,cult,teatro,,
['Eco 360º Ecoturismo e Aventura'],"Santa Vitória do Palmar, 96230.000",['2019-04-03 06:00:00'],"TRAVESSIA CASSINO x CHUÍ<br>REMOTO E INTENSO<br>220 KM DE UM CAMINHO ÚNICO.<br>Viva esta experiência!<br>De 03 à 08 de Abril 2019<br>Um verdadeiro abismo horizontal, remoto e intenso, uma conexão transformadora entre homem e natureza.<br>Incomparável com qualquer outra jornada ou Trekking, este caminho supera nossos sentimentos, surpreende e encanta.<br>Nosso caminho terá início nos molhes da barra da Lagoa dos Patos, no balneário do Cassino em Rio Grande - RS, até os molhes da barra do arroio Chuí, na divisa com o Uruguai, percorrendo caminhos onde a natureza selvagem impera.<br> ​<br>Serão 220 Km de praias desertas, percorridos em 4 dias de caminhada e 4x4, entre o Cassino e a Barra do Chuí.<br>Este trekking é conhecido como a Travessia da Maior Praia do Mundo, passando por naufrágios, concheiros e faróis.<br>Dos molhes da Barra da Lagoa dos Patos, no balneário do Cassino em Rio Grande RS, até os molhes da barra do arroio Chuí, na divisa com o Uruguai, são 220 km de praia.<br>Uma  faixa de areia contínua que se estende à fronteira sul do Brasil, com o<br>oceano  Atlântico à esquerda e a estação ecológica do Taim e Lagoa da Mangueira à direita.<br>O PACOTE INCLUÍ:<br>> 04 dias de atividades pela praia conforme roteiro.<br>> 03 pernoites em acampamento<br>> 01 Pernoite em hotel no Chuí no último dia<br>> Transfer 4x4 em média 50 km por dia.<br>> Equipe (Guia de trekking, Guia MTur, condutores 4x4,  cozinheiro)<br>> Transporte das mochilas nos carros de apoio  <br>> Todas as refeições durante a caminhada,(Café da manhã, almoço e janta, sendo que ao meio dia será lanche reforçado e frutas.)<br>> Seguro pessoal<br>O PACOTE NÃO INCLUÍ:<br>> Transfer Porto Alegre/Rio Grande<br>> Transfer Rio Grande/Porto Alegre<br>> Hospedagem no primeiro dia em Rio Grande (Sugestão hotel Swan, onde será o Briefing)<br>> Barraca, sacos de dormir e demais equipamentos pessoais de camping <br>> Alimentação fora do roteiro de caminhada.<br>Número de participantes para esta experiência: <br>> Mínimo: 09 pessoas<br>> Máximo:12 pessoas <br>SOLICITE ROTEIRO COMPLETO E VALOR VIA E-MAIL:<br>travessia.cassinoxchui@gmail.com<br>Organização:<br>Eco 360º Ecoturismo e Aventura e Lagoas Expedições",https://www.facebook.com/events/2258613744424066,"['Sports', 'Hiking', 'Walking']",Travessia Cassino x Chuí,A Maior Praia Do Mundo Hermenegildo,aventureiro,,,
"['No Palco', 'Hits Entretenimento']","Av. Osvaldo Aranha s/n° - Farroupilha, 90035-191 Porto Alegre",['2019-03-24 09:00:00'],"Em março, chega ao Brasil Callas in Concert – The Hologram Tour. Avançada e inovadora tecnologia permite dar vida a maior celebridade da ópera do século XX, Maria Callas.<br>Por meio de projeção digital a laser, Callas é recriada digitalmente nos mínimos detalhes. Seu holograma tridimensional surge no palco, acompanhado por uma orquestra ao vivo, e a voz da cantora, que dominava o canto lírico com perfeição, está presente em gravações originais digitalmente remasterizadas, 40 anos após seu falecimento. Uma encenação requintada para um show único e inesquecível, em que a plateia é envolvida pela elegância de sua presença, dos mínimos movimentos de suas mãos a seus gestos faciais mais sutis, até o poder de sua voz.<br>Callas in Concert – The Hologram Tour permite que o público vivencie a força emocional da maior soprano de todos os tempos. Do primeiro ao último instante, os fãs vão sentir seu calor apaixonante, sua vulnerabilidade comovente, sua confiança feroz e sua graça de tirar o fôlego. O público testemunhará a força e dramaticidade da interpretação de personagens que lhe renderam a alcunha de La Divina.<br>Callas in Concert – The Hologram Tour <br>Domingo, dia 24 de março, às 21h<br>Auditório Araújo Vianna - Av. Osvaldo Aranha, 685 - Parque Farroupilha<br>Classificação: Livre<br>Realização: <br>INGRESSOS<br>Plateia Alta Lateral<br>- Inteira: R$ 360,00<br>- Meia: R$ 180,00<br>Plateia Alta Central<br>- Inteira: R$ 480,00<br>- Meia: R$ 240,00<br>Plateia Baixa Central<br>- Inteira: R$ 640,00<br>- Meia: R$ 320,00<br>Plateia Gold<br>- Inteira: R$ 840,00<br>- Meia: R$ 420,00<br>PONTOS DE VENDA<br>Bilheteria do Teatro do Bourbon Country<br>Av. Túlio de Rose, 80 / 301 - Porto Alegre, RS. De segunda a sábado, das 10h às 22h, e domingo e feriados, das 14h às 20h.<br>Online: ",https://www.facebook.com/events/284509249028513,['Music'],Callas in Concert – The Hologram Tour em Porto Alegre/RS,Auditório Araújo Vianna,,show,,
"['Brazuca', 'Outros 500 produções colaborativas']","Rua João Alfredo, 512 - Cidade Baixa, 90050-230 Porto Alegre",['2019-01-13 07:00:00'],"A festa da música brasileira vem recheada de tropicalidades pra 1ª edição do verão 2019, que rola no próximo dia 13 de janeiro. Vem pra cá, balançar, na BRAZUCA !!<br>Na pista, rolam pérolas da música brasileira dos anos 60, 70, 80, 90 e 2000, além das últimas novidades BRAZUCAS, com muita MPB, samba, soul, funk, frevo, forró, coco, carimbó, guitarrada e outros ritmos nacionais, uma pista original e extremamente dançante! <br>Quem comanda esse mix de ritmos brasileiros, são os DJ'S DAMON M. e MANOEL CANEPA, que trazem pra pista da MIB todas as suas pesquisas e influências musicais do território nacional. E a edição conta ainda com o já habitual DJ convidado, RICARDO PONT @ricktocadisco (<br>, <br>).<br>IMPERDÍVEL !!!<br>----------------------<br> #63 • A Festa da Música Brasileira •<br>DOMINGO, 13 de JANEIRO, 19h, <br>no <br> [João Alfredo, 512] <br>Ingressos >> <br>R$15,00 até 21h<br>R$25,00 após<br>+ PROMO >> DOSE DUPLA de BRASILEIRINHO até 21h <br>(Caipa de Chica)<br>DJ's: <br> + <br>+ <br>Ricardo Pont<br> @<br>Arte/montagem da edição: <br>Fotos durante a festa: <br>Henriq Santos<br>Performance de pista: <br>** CHEGUEM CEDO **<br>Aproveitem as PROMOS e curtam mais a festa !! <br>***********************************<br>* Página da BRAZUCA<br>[<br>]<br>* Página DJ DAMON M.<br>[<br>]<br>* Página DJ MANOEL CANEPA<br>[<br>]<br>* Página do DJ RICKTOCADISCO<br>[<br>]<br>* Página do ESPAÇO CULTURAL 512: <br>[<br>]",https://www.facebook.com/events/2004124953036273,"['Dance', 'Brazilian music', 'Música popular brasileira']",Brazuca #63 • A Festa da Música Brasileira • 13/01 @512,Espaço Cultural 512,,show,,
